epoch,train_loss,step,val_acc,val_loss,test_acc
0,2.843677282333374,49,,,
0,2.6855807304382324,99,,,
0,2.2421116828918457,149,,,
0,2.1353049278259277,199,,,
0,2.074432373046875,249,,,
0,2.1000802516937256,299,,,
0,,311,0.10890000313520432,2.5660085678100586,
0,,311,,,0.18374209105968475
1,4.08463191986084,349,,,
1,2.314340353012085,399,,,
1,2.411626100540161,449,,,
1,2.391627073287964,499,,,
1,2.25933575630188,549,,,
1,2.274725914001465,599,,,
1,,623,0.2483000010251999,2.1769227981567383,
1,,623,,,0.2649327516555786
2,1.9635995626449585,649,,,
2,1.9255313873291016,699,,,
2,2.1783013343811035,749,,,
2,1.986559510231018,799,,,
2,2.07332181930542,849,,,
2,2.12910795211792,899,,,
2,,935,0.3269999921321869,1.9213788509368896,
2,,935,,,0.35136470198631287
3,2.2484896183013916,949,,,
3,2.325374126434326,999,,,
3,2.2131829261779785,1049,,,
3,2.2344696521759033,1099,,,
3,2.1517930030822754,1149,,,
3,2.0439577102661133,1199,,,
3,,1247,0.3395000100135803,1.833587646484375,
3,,1247,,,0.344343364238739
4,1.9935650825500488,1249,,,
4,2.148383378982544,1299,,,
4,2.102926731109619,1349,,,
4,2.1271307468414307,1399,,,
4,1.7690372467041016,1449,,,
4,2.1220481395721436,1499,,,
4,1.9853289127349854,1549,,,
4,,1559,0.3711000084877014,1.7952731847763062,
4,,1559,,,0.3863726258277893
5,2.1880204677581787,1599,,,
5,2.16029691696167,1649,,,
5,2.1928842067718506,1699,,,
5,2.0809590816497803,1749,,,
5,1.8931928873062134,1799,,,
5,1.8727504014968872,1849,,,
5,,1871,0.37779998779296875,1.7271348237991333,
5,,1871,,,0.39636075496673584
6,1.8508282899856567,1899,,,
6,1.9381203651428223,1949,,,
6,1.6414105892181396,1999,,,
6,1.9413515329360962,2049,,,
6,1.8028041124343872,2099,,,
6,2.09673810005188,2149,,,
6,,2183,0.3971000015735626,1.6847413778305054,
6,,2183,,,0.41386470198631287
7,2.0436348915100098,2199,,,
7,1.9455572366714478,2249,,,
7,1.858324646949768,2299,,,
7,2.0638325214385986,2349,,,
7,2.1329798698425293,2399,,,
7,1.7376830577850342,2449,,,
7,,2495,0.4366999864578247,1.6269975900650024,
7,,2495,,,0.4449169337749481
8,2.030613660812378,2499,,,
8,1.8002768754959106,2549,,,
8,1.9444425106048584,2599,,,
8,1.921438455581665,2649,,,
8,1.6754714250564575,2699,,,
8,1.9782484769821167,2749,,,
8,1.6794706583023071,2799,,,
8,,2807,0.4546000063419342,1.5876445770263672,
8,,2807,,,0.48229825496673584
9,2.102245807647705,2849,,,
9,2.126596689224243,2899,,,
9,1.789075493812561,2949,,,
9,1.9054851531982422,2999,,,
9,2.0395472049713135,3049,,,
9,2.0420711040496826,3099,,,
9,,3119,0.4675999879837036,1.5309534072875977,
9,,3119,,,0.4935719966888428
10,1.4984557628631592,3149,,,
10,2.0374138355255127,3199,,,
10,1.7258894443511963,3249,,,
10,1.8746092319488525,3299,,,
10,1.5987547636032104,3349,,,
10,1.7058463096618652,3399,,,
10,,3431,0.5042999982833862,1.5026347637176514,
10,,3431,,,0.5331289768218994
11,1.931427001953125,3449,,,
11,1.897900104522705,3499,,,
11,2.071565866470337,3549,,,
11,2.0539746284484863,3599,,,
11,2.100525140762329,3649,,,
11,1.6203542947769165,3699,,,
11,,3743,0.5231999754905701,1.4524717330932617,
11,,3743,,,0.5434137582778931
12,1.572713017463684,3749,,,
12,1.8662408590316772,3799,,,
12,1.5418769121170044,3849,,,
12,1.5663613080978394,3899,,,
12,1.8940054178237915,3949,,,
12,1.9481242895126343,3999,,,
12,1.8272031545639038,4049,,,
12,,4055,0.5099999904632568,1.4721935987472534,
12,,4055,,,0.543117105960846
13,1.7036076784133911,4099,,,
13,1.996176838874817,4149,,,
13,2.085270404815674,4199,,,
13,2.073526620864868,4249,,,
13,2.005462884902954,4299,,,
13,1.7081068754196167,4349,,,
13,,4367,0.545199990272522,1.399707555770874,
13,,4367,,,0.5603243708610535
14,2.0443739891052246,4399,,,
14,1.8267773389816284,4449,,,
14,1.4158298969268799,4499,,,
14,1.446997046470642,4549,,,
14,1.7999323606491089,4599,,,
14,1.9432801008224487,4649,,,
14,,4679,0.5667999982833862,1.3904317617416382,
14,,4679,,,0.5732792615890503
15,2.018444776535034,4699,,,
15,1.714625358581543,4749,,,
15,1.9980155229568481,4799,,,
15,1.5705370903015137,4849,,,
15,1.8124284744262695,4899,,,
15,1.9478148221969604,4949,,,
15,,4991,0.5392000079154968,1.4148640632629395,
15,,4991,,,0.5783227682113647
16,1.4699913263320923,4999,,,
16,1.4061764478683472,5049,,,
16,1.9343504905700684,5099,,,
16,1.891909122467041,5149,,,
16,1.7547783851623535,5199,,,
16,1.5199532508850098,5249,,,
16,1.1742489337921143,5299,,,
16,,5303,0.5813000202178955,1.3204785585403442,
16,,5303,,,0.5965189933776855
17,1.924950361251831,5349,,,
17,1.6145751476287842,5399,,,
17,1.7501014471054077,5449,,,
17,1.8239856958389282,5499,,,
17,1.6659412384033203,5549,,,
17,1.7818477153778076,5599,,,
17,,5615,0.5825999975204468,1.3202311992645264,
17,,5615,,,0.6180775165557861
18,1.8318942785263062,5649,,,
18,1.4287559986114502,5699,,,
18,1.8823208808898926,5749,,,
18,1.8325501680374146,5799,,,
18,2.0150225162506104,5849,,,
18,1.695557951927185,5899,,,
18,,5927,0.6021000146865845,1.2765791416168213,
18,,5927,,,0.6236155033111572
19,1.7443546056747437,5949,,,
19,1.545616865158081,5999,,,
19,1.7972776889801025,6049,,,
19,1.8053876161575317,6099,,,
19,1.5345394611358643,6149,,,
19,1.7841753959655762,6199,,,
19,,6239,0.5928000211715698,1.2656906843185425,
19,,6239,,,0.6262856125831604
20,1.107737421989441,6249,,,
20,1.811629295349121,6299,,,
20,1.459977388381958,6349,,,
20,2.0193614959716797,6399,,,
20,1.3181657791137695,6449,,,
20,1.583490014076233,6499,,,
20,1.2906544208526611,6549,,,
20,,6551,0.625,1.217512845993042,
20,,6551,,,0.6480419039726257
21,1.890865683555603,6599,,,
21,1.9247968196868896,6649,,,
21,1.7613751888275146,6699,,,
21,1.3846473693847656,6749,,,
21,1.6864190101623535,6799,,,
21,1.959017276763916,6849,,,
21,,6863,0.617900013923645,1.2295503616333008,
21,,6863,,,0.6517009735107422
22,1.495004415512085,6899,,,
22,1.8977655172348022,6949,,,
22,1.2948334217071533,6999,,,
22,1.9091116189956665,7049,,,
22,1.2617788314819336,7099,,,
22,1.8112235069274902,7149,,,
22,,7175,0.6209999918937683,1.2656517028808594,
22,,7175,,,0.6615902185440063
23,1.4328960180282593,7199,,,
23,1.7756810188293457,7249,,,
23,1.9042444229125977,7299,,,
23,1.859057068824768,7349,,,
23,1.4549431800842285,7399,,,
23,1.7614225149154663,7449,,,
23,,7487,0.6432999968528748,1.1677370071411133,
23,,7487,,,0.670094907283783
24,1.421627163887024,7499,,,
24,1.4033983945846558,7549,,,
24,1.8607068061828613,7599,,,
24,1.763495683670044,7649,,,
24,1.8319964408874512,7699,,,
24,1.875072956085205,7749,,,
24,1.789899230003357,7799,,,
24,,7799,0.6026999950408936,1.2242774963378906,
24,,7799,,,0.6525909900665283
25,1.3533551692962646,7849,,,
25,1.4678455591201782,7899,,,
25,1.9255062341690063,7949,,,
25,1.2196476459503174,7999,,,
25,1.93563973903656,8049,,,
25,1.9387465715408325,8099,,,
25,,8111,0.6302000284194946,1.1796714067459106,
25,,8111,,,0.6699960231781006
26,1.470613956451416,8149,,,
26,2.011594533920288,8199,,,
26,1.3131473064422607,8249,,,
26,1.2903892993927002,8299,,,
26,1.6506938934326172,8349,,,
26,1.6876492500305176,8399,,,
26,,8423,0.6534000039100647,1.14823579788208,
26,,8423,,,0.6856210231781006
27,1.1913223266601562,8449,,,
27,1.3425911664962769,8499,,,
27,1.404144048690796,8549,,,
27,1.5718739032745361,8599,,,
27,1.7065495252609253,8649,,,
27,1.7333167791366577,8699,,,
27,,8735,0.6292999982833862,1.187401533126831,
27,,8735,,,0.6821597814559937
28,1.8993570804595947,8749,,,
28,1.550955057144165,8799,,,
28,1.510751724243164,8849,,,
28,1.430042028427124,8899,,,
28,1.7899928092956543,8949,,,
28,1.2782995700836182,8999,,,
28,,9047,0.6585000157356262,1.1315321922302246,
28,,9047,,,0.6914557218551636
29,1.2822465896606445,9049,,,
29,1.9036202430725098,9099,,,
29,1.303302526473999,9149,,,
29,1.1908001899719238,9199,,,
29,1.8117092847824097,9249,,,
29,1.7790789604187012,9299,,,
29,1.3156226873397827,9349,,,
29,,9359,0.6729000210762024,1.0929090976715088,
29,,9359,,,0.7080696225166321
30,1.8712491989135742,9399,,,
30,1.3663418292999268,9449,,,
30,1.83954918384552,9499,,,
30,1.2930208444595337,9549,,,
30,1.3690818548202515,9599,,,
30,1.8655402660369873,9649,,,
30,,9671,0.6628999710083008,1.1113816499710083,
30,,9671,,,0.707179605960846
31,1.190936803817749,9699,,,
31,1.8487324714660645,9749,,,
31,1.7684189081192017,9799,,,
31,1.5461734533309937,9849,,,
31,1.8975886106491089,9899,,,
31,1.6451032161712646,9949,,,
31,,9983,0.6614999771118164,1.1045923233032227,
31,,9983,,,0.6980814933776855
32,1.8023566007614136,9999,,,
32,1.1067043542861938,10049,,,
32,1.6805840730667114,10099,,,
32,1.4903957843780518,10149,,,
32,1.814941644668579,10199,,,
32,1.8479448556900024,10249,,,
32,,10295,0.6854000091552734,1.046262264251709,
32,,10295,,,0.7148932218551636
33,1.299686312675476,10299,,,
33,1.945775032043457,10349,,,
33,1.4848151206970215,10399,,,
33,1.6069587469100952,10449,,,
33,1.3574576377868652,10499,,,
33,1.3211674690246582,10549,,,
33,1.6824443340301514,10599,,,
33,,10607,0.6820999979972839,1.044952392578125,
33,,10607,,,0.7123219966888428
34,1.2511330842971802,10649,,,
34,1.5231614112854004,10699,,,
34,1.9235560894012451,10749,,,
34,1.2047851085662842,10799,,,
34,1.3057771921157837,10849,,,
34,1.155102014541626,10899,,,
34,,10919,0.66839998960495,1.1146564483642578,
34,,10919,,,0.7015427350997925
35,1.879178762435913,10949,,,
35,1.4922322034835815,10999,,,
35,1.8779199123382568,11049,,,
35,1.2666834592819214,11099,,,
35,1.7140917778015137,11149,,,
35,1.2773749828338623,11199,,,
35,,11231,0.6656000018119812,1.1082944869995117,
35,,11231,,,0.7078718543052673
36,1.9081947803497314,11249,,,
36,1.9076259136199951,11299,,,
36,1.427272081375122,11349,,,
36,1.5949100255966187,11399,,,
36,1.9589065313339233,11449,,,
36,1.4645591974258423,11499,,,
36,,11543,0.6840999722480774,1.0635662078857422,
36,,11543,,,0.7158821225166321
37,1.2211912870407104,11549,,,
37,1.3983995914459229,11599,,,
37,1.455220341682434,11649,,,
37,1.8283294439315796,11699,,,
37,1.2175894975662231,11749,,,
37,2.059823989868164,11799,,,
37,1.6682764291763306,11849,,,
37,,11855,0.6902999877929688,1.076119065284729,
37,,11855,,,0.721914529800415
38,1.7750048637390137,11899,,,
38,1.8336387872695923,11949,,,
38,1.3072714805603027,11999,,,
38,1.7486803531646729,12049,,,
38,1.7976038455963135,12099,,,
38,1.863138198852539,12149,,,
38,,12167,0.685699999332428,1.060611605644226,
38,,12167,,,0.7232990264892578
39,1.4624360799789429,12199,,,
39,1.0092973709106445,12249,,,
39,1.2929165363311768,12299,,,
39,1.075687050819397,12349,,,
39,1.8318455219268799,12399,,,
39,1.7991487979888916,12449,,,
39,,12479,0.6966999769210815,1.0262538194656372,
39,,12479,,,0.7268591523170471
40,1.700777292251587,12499,,,
40,1.7828850746154785,12549,,,
40,1.806801438331604,12599,,,
40,1.8493343591690063,12649,,,
40,1.4099360704421997,12699,,,
40,1.2041823863983154,12749,,,
40,,12791,0.7010999917984009,1.0162924528121948,
40,,12791,,,0.730617105960846
41,1.1046139001846313,12799,,,
41,1.851609706878662,12849,,,
41,1.8001444339752197,12899,,,
41,1.7002968788146973,12949,,,
41,1.2496074438095093,12999,,,
41,1.8478493690490723,13049,,,
41,1.3552380800247192,13099,,,
41,,13103,0.7020000219345093,1.0045934915542603,
41,,13103,,,0.7310126423835754
42,1.4340506792068481,13149,,,
42,1.77702796459198,13199,,,
42,1.7016528844833374,13249,,,
42,1.5523391962051392,13299,,,
42,1.679955244064331,13349,,,
42,1.0251041650772095,13399,,,
42,,13415,0.7031000256538391,1.0668107271194458,
42,,13415,,,0.7357594966888428
43,1.8194856643676758,13449,,,
43,1.7452831268310547,13499,,,
43,1.5308917760849,13549,,,
43,1.1364290714263916,13599,,,
43,1.8860573768615723,13649,,,
43,1.918705701828003,13699,,,
43,,13727,0.6700000166893005,1.1201072931289673,
43,,13727,,,0.7412974834442139
44,1.7718636989593506,13749,,,
44,1.4629486799240112,13799,,,
44,1.7249016761779785,13849,,,
44,1.1033399105072021,13899,,,
44,1.8881828784942627,13949,,,
44,1.107458472251892,13999,,,
44,,14039,0.6937000155448914,1.045958399772644,
44,,14039,,,0.7430775165557861
45,1.451941728591919,14049,,,
45,1.885715365409851,14099,,,
45,1.129699945449829,14149,,,
45,1.0922726392745972,14199,,,
45,1.481062412261963,14249,,,
45,1.5363717079162598,14299,,,
45,1.534296989440918,14349,,,
45,,14351,0.699400007724762,1.022754430770874,
45,,14351,,,0.732594907283783
46,1.5879113674163818,14399,,,
46,1.7453864812850952,14449,,,
46,1.134339451789856,14499,,,
46,1.8547002077102661,14549,,,
46,1.092589020729065,14599,,,
46,1.0962880849838257,14649,,,
46,,14663,0.7146000266075134,0.9957414269447327,
46,,14663,,,0.7391218543052673
47,1.5955668687820435,14699,,,
47,1.413352608680725,14749,,,
47,1.864682912826538,14799,,,
47,1.4141817092895508,14849,,,
47,1.8331644535064697,14899,,,
47,1.0405560731887817,14949,,,
47,,14975,0.6978999972343445,1.0303211212158203,
47,,14975,,,0.7401107549667358
48,0.9413691759109497,14999,,,
48,1.8633109331130981,15049,,,
48,1.7534593343734741,15099,,,
48,1.7153658866882324,15149,,,
48,1.6414878368377686,15199,,,
48,1.2379456758499146,15249,,,
48,,15287,0.7150999903678894,1.0110033750534058,
48,,15287,,,0.7408030033111572
49,1.1555426120758057,15299,,,
49,1.5425828695297241,15349,,,
49,1.8525131940841675,15399,,,
49,1.7353277206420898,15449,,,
49,1.6568772792816162,15499,,,
49,1.6206774711608887,15549,,,
49,1.5921547412872314,15599,,,
49,,15599,0.7060999870300293,1.013856291770935,
49,,15599,,,0.749406635761261
50,1.8025474548339844,15649,,,
50,1.3812175989151,15699,,,
50,1.2761950492858887,15749,,,
50,1.4742387533187866,15799,,,
50,1.6222103834152222,15849,,,
